5.39412,0,0,0,0,0,0,,0,0,0,0
5.484565,0,0,0,0,0,0,,0,0,0,0
10.7525,-0.004660241,-0.01005715,0.005801902,0.05770205,0.1121119,0.0286213,,0,0,0,0
11.48343,0.005040629,-0.01030916,0.02892916,0.03655063,0.1031428,0.03440556,,-1,1,-1,1
11.51126,0.01712191,-0.02865652,0.03134287,0.03760035,0.09462887,0.02603417,,-1,1,-1,1
11.53885,0.01843763,-0.0292727,0.03103281,0.03727137,0.09628659,0.02885266,,-1,1,-1,1
11.57913,0.01961351,-0.03017731,0.03083022,0.03859307,0.09744498,0.03188473,,-1,1,-1,1
11.60122,0.02024578,-0.03067195,0.03049452,0.03914005,0.0981898,0.03479968,,-1,1,-1,1
11.62885,0.02091756,-0.03111711,0.03022101,0.03992792,0.09777835,0.03760876,,-1,1,-1,1
11.64745,0.02197249,-0.03168915,0.02962322,0.04045106,0.09687287,0.04017205,,-1,1,-1,1
11.68252,0.02349392,-0.03244541,0.02932286,0.04138449,0.09359863,0.03931486,,-1,1,-1,1
11.70352,0.02470564,-0.03326305,0.02884518,0.04159288,0.09184846,0.03979557,,-1,1,-1,1
11.72792,0.02546405,-0.03378845,0.02857833,0.04192535,0.09168577,0.03986358,,-1,1,-1,1
11.75919,0.02649804,-0.03380739,0.02821566,0.04311239,0.09174052,0.03978947,,-1,1,-1,1
11.77916,0.02727789,-0.03413903,0.02821826,0.04344321,0.09218293,0.03966703,,-1,1,-1,1
11.80233,0.02777839,-0.03449914,0.02819549,0.04334558,0.09400165,0.03998987,,-1,1,-1,1
11.82611,0.02800359,-0.03462852,0.02806031,0.04351846,0.0968262,0.04163586,,-1,1,-1,1
11.8583,0.02769765,-0.03347562,0.02779578,0.04511387,0.1003263,0.04546807,,-1,1,-1,1
11.88118,0.02753798,-0.0324368,0.02787664,0.04460907,0.1005136,0.04734593,,-1,1,-1,1
11.90416,0.02763049,-0.03159973,0.02816707,0.04348103,0.09942332,0.04805998,,-1,1,-1,1
11.92291,0.02777846,-0.03094563,0.02845426,0.04096238,0.09765774,0.04781576,,-1,1,-1,1
11.94059,0.02779609,-0.0301479,0.02839033,0.03736587,0.09642792,0.04719315,,-1,1,-1,1
11.97937,0.02714545,-0.02880082,0.02817165,0.0331196,0.0962238,0.04628654,,-1,1,-1,1
12.00027,0.02672382,-0.02733477,0.02791244,0.03045085,0.09506866,0.0444615,,-1,1,-1,1
12.02225,0.02631705,-0.02575605,0.02777515,0.02665549,0.09246632,0.04105757,,-1,1,-1,1
12.04496,0.02640327,-0.02503113,0.02771576,0.02493139,0.08999953,0.03803963,,-1,1,-1,1
12.07801,0.02627411,-0.02337544,0.02746655,0.02087425,0.08478126,0.03324109,,-1,1,-1,1
12.10046,0.0261319,-0.02224658,0.02726687,0.01859322,0.08007392,0.03105333,,-1,1,-1,1
12.12697,0.02641967,-0.02011883,0.02649335,0.01647411,0.0739367,0.02830978,,-1,1,-1,1
12.14666,0.0271928,-0.01899176,0.02638065,0.01454317,0.06742874,0.02502925,,-1,1,-1,1
12.16604,0.02800857,-0.01847523,0.02632848,0.01194432,0.0612691,0.02177534,,-1,1,-1,1
12.20225,0.02985654,-0.01898863,0.02641126,0.006377281,0.05278265,0.01864482,,-1,1,-1,1
12.22601,0.03259615,-0.01904372,0.0261064,0.000671288,0.04376692,0.01368499,,-1,1,-1,1
12.24484,0.0344869,-0.01994935,0.02658905,-0.00104133,0.03946912,0.009387033,,-1,1,-1,1
12.27075,0.03837853,-0.0214322,0.02772192,-0.001627836,0.03276011,0.001890726,,-1,1,-1,1
12.291,0.04256442,-0.02342089,0.02914963,-0.00273342,0.02929634,-0.004079267,,-1,1,-1,1
12.33726,0.04740218,-0.0264982,0.0302119,-0.0008405182,0.03709564,0.0003648357,,-1,1,-1,1
12.3662,0.05253534,-0.02674951,0.03094839,0.003796116,0.04235107,0.009044873,,-1,1,-1,1
12.39859,0.05892599,-0.02692349,0.03325756,0.009742714,0.04384398,0.01980079,,-1,1,-1,1
12.42201,0.06532069,-0.02623295,0.0352226,0.01414375,0.04643133,0.03285747,,-1,1,-1,1
12.45136,0.07093526,-0.02332802,0.0369067,0.01918793,0.05350959,0.05001587,,-1,1,-1,1
12.47258,0.07482186,-0.02157539,0.03818791,0.02191651,0.05875716,0.05998055,,-1,1,-1,1
12.50192,0.07863477,-0.0196969,0.0396661,0.02558174,0.06552809,0.06576667,,-1,1,-1,1
12.52408,0.08202173,-0.01720376,0.04043455,0.0281885,0.07206199,0.07033603,,-1,1,-1,1
12.54536,0.08513349,-0.01495909,0.0414352,0.03046075,0.07852426,0.07404171,,-1,1,-1,1
12.57035,0.08857888,-0.01283472,0.0431114,0.03391156,0.08291116,0.07314026,,-1,1,-1,1
12.60836,0.09322435,-0.007304495,0.04479286,0.03580464,0.08654913,0.06725558,,-1,1,-1,1
12.63144,0.09674439,-0.002789225,0.0468004,0.03354771,0.09235048,0.067975,,-1,1,-1,1
12.65364,0.09937201,-0.0002593837,0.04814405,0.03065529,0.09354955,0.06658264,,-1,1,-1,1
12.68429,0.1027198,0.001518303,0.04931058,0.02373092,0.09180385,0.05778969,,-1,1,-1,1
12.70727,0.1072124,0.005065361,0.0517413,0.02103995,0.09292683,0.04855968,,-1,1,-1,1
12.72689,0.1098446,0.007705129,0.05334868,0.02100172,0.0945394,0.04136895,,-1,1,-1,1
12.75827,0.1123777,0.008688014,0.05451417,0.01819277,0.09583783,0.03396806,,-1,1,-1,1
12.77993,0.1146617,0.008761204,0.05667856,0.0168636,0.09778216,0.02997053,,-1,1,-1,1
12.80163,0.1179837,0.01061666,0.05911049,0.01535855,0.0993019,0.02535407,,-1,1,-1,1
12.82687,0.1190045,0.01090911,0.06010519,0.01595178,0.09836984,0.02692567,,-1,1,-1,1
12.84666,0.121476,0.01088996,0.06240116,0.0150377,0.09773058,0.02633696,,-1,1,-1,1
12.87898,0.1247879,0.01030053,0.06504517,0.01263822,0.09833747,0.02789515,,-1,1,-1,1
12.90293,0.1264805,0.01002532,0.06680512,0.01268502,0.1008197,0.03197319,,-1,1,-1,1
12.92594,0.1279021,0.009377063,0.06846626,0.0134627,0.1031981,0.03661275,,-1,1,-1,1
12.94557,0.1287944,0.008041741,0.0696099,0.01231736,0.1054233,0.04180537,,-1,1,-1,1
12.96803,0.1296585,0.006051514,0.07011697,0.008942042,0.1065935,0.04646444,,-1,1,-1,1
13.00192,0.1317452,0.003031253,0.07099712,0.009388842,0.1066345,0.04677562,,-1,1,-1,1
13.02613,0.1333099,0.0007780521,0.07167736,0.01340302,0.105716,0.04265552,,-1,1,-1,1
13.0457,0.1344231,-0.001436105,0.07201008,0.01796612,0.1057641,0.03990471,,-1,1,-1,1
13.06971,0.1352037,-0.002982896,0.07164761,0.02328887,0.1067943,0.03695041,,-1,1,-1,1
13.08942,0.1363936,-0.004587237,0.07175542,0.02984382,0.1070648,0.03337286,,-1,1,-1,1
13.12229,0.1372809,-0.006418628,0.07216913,0.04183722,0.1080122,0.03055573,,-1,1,-1,1
13.14611,0.1369916,-0.007430667,0.07245217,0.0462979,0.1099506,0.03488802,,-1,1,-1,1
13.1672,0.1367832,-0.00796142,0.07261437,0.04822954,0.1106875,0.04029447,,-1,1,-1,1
13.18322,0.136677,-0.007744381,0.07296535,0.05000758,0.1102385,0.04461905,,-1,1,-1,1
13.22046,0.1365215,-0.006577911,0.07369615,0.04832575,0.1077317,0.05087517,,-1,1,-1,1
13.24797,0.1355318,-0.005037483,0.07423635,0.04685156,0.1078437,0.05774412,,-1,1,-1,1
13.27445,0.1340944,-0.00253672,0.07456098,0.04317508,0.1086003,0.06160066,,-1,1,-1,1
13.3045,0.1334642,-0.001301331,0.07468425,0.03906469,0.1078831,0.05882794,,-1,1,-1,1
13.32868,0.1328689,-0.0002817692,0.07484603,0.03527354,0.1074314,0.05427453,,-1,1,-1,1
13.3583,0.1314984,0.001544082,0.07485449,0.02996925,0.1074878,0.04721618,,-1,1,-1,1
13.38032,0.1304594,0.002432109,0.07478414,0.02656532,0.1071482,0.04222795,,-1,1,-1,1
13.3993,0.129546,0.003054386,0.0747306,0.02403913,0.1061859,0.03649452,,-1,1,-1,1
13.42925,0.1284674,0.003859472,0.07488519,0.02253831,0.1048841,0.03147809,,-1,1,-1,1
13.45189,0.127152,0.004281483,0.07504469,0.02145565,0.1040495,0.02917068,,-1,1,-1,1
13.47934,0.1249702,0.004753285,0.07513095,0.01997888,0.1018633,0.02730724,,-1,1,-1,1
13.50438,0.1235687,0.005119076,0.075234,0.02002411,0.09915978,0.02759465,,-1,1,-1,1
13.52222,0.1221922,0.005536812,0.07519997,0.02030095,0.09657508,0.02849308,,-1,1,-1,1
13.54386,0.1209516,0.005985869,0.07510175,0.02073788,0.09373695,0.02848018,,-1,1,-1,1
13.56977,0.1202989,0.005953867,0.07536995,0.02212987,0.09025058,0.02699629,,-1,1,-1,1
13.59997,0.1188413,0.005691863,0.07531103,0.02246654,0.08779287,0.02495963,,-1,1,-1,1
13.62146,0.1179233,0.005337059,0.07521982,0.02373528,0.08771473,0.02450737,,-1,1,-1,1
13.64437,0.1172763,0.005698042,0.07490593,0.02502649,0.08694157,0.02228899,,-1,1,-1,1
13.66591,0.1172282,0.005552667,0.07513429,0.02679376,0.08523762,0.01904841,,-1,1,-1,1
13.69984,0.1167483,0.004802189,0.07524148,0.02705072,0.08540231,0.01783026,,-1,1,-1,1
13.72254,0.1164815,0.004488227,0.07523184,0.0258961,0.08633941,0.01960886,,-1,1,-1,1
13.74371,0.1164555,0.0043535,0.07502961,0.02510893,0.0861381,0.0205519,,-1,1,-1,1
13.75901,0.1166302,0.003980082,0.07501502,0.02468975,0.08552548,0.02193912,,-1,1,-1,1
13.78964,0.1167573,0.003721492,0.07481783,0.02395555,0.08577073,0.02609564,,-1,1,-1,1
13.8222,0.1172419,0.003729418,0.07438298,0.0235294,0.08671108,0.03047558,,-1,1,-1,1
13.84389,0.117699,0.00349397,0.07425407,0.0247537,0.08757117,0.03267467,,-1,1,-1,1
13.86646,0.1179268,0.003403368,0.0738409,0.02552937,0.08896324,0.03524101,,-1,1,-1,1
13.88979,0.1180723,0.003428529,0.07360807,0.02665855,0.0903216,0.03778553,,-1,1,-1,1
13.91179,0.1184945,0.003313002,0.07350796,0.02812357,0.09139302,0.03969356,,-1,1,-1,1
13.93349,0.1188423,0.003293123,0.07318088,0.02851144,0.09151116,0.0407552,,-1,1,-1,1
13.96761,0.1194157,0.002941575,0.07294112,0.02874767,0.09172961,0.04153833,,-1,1,-1,1
13.98945,0.1197712,0.003070369,0.07254375,0.02828251,0.09221876,0.04108166,,-1,1,-1,1
14.01301,0.1201391,0.00305023,0.07228437,0.02835368,0.09330401,0.03993753,,-1,1,-1,1
14.03706,0.1203602,0.003085302,0.07213297,0.02849209,0.09467736,0.03877374,,-1,1,-1,1
14.05553,0.1204457,0.00295226,0.07187913,0.028152,0.09572256,0.03850537,,-1,1,-1,1
14.07676,0.1202564,0.002584259,0.07153955,0.02654459,0.0965592,0.03913391,,-1,1,-1,1
14.11578,0.1201983,0.002745415,0.07108006,0.02529998,0.09639382,0.03988259,,-1,1,-1,1
14.13413,0.1199923,0.003305881,0.07089969,0.02552952,0.09621477,0.04004554,,-1,1,-1,1
14.15585,0.1198469,0.003269173,0.07079517,0.02495452,0.09505323,0.04010933,,-1,1,-1,1
14.17844,0.1197646,0.002745569,0.07093271,0.0239282,0.09428915,0.04004223,,-1,1,-1,1
14.21214,0.1195046,0.002554216,0.07103779,0.02352842,0.09329712,0.03982201,,-1,1,-1,1
14.23398,0.1192347,0.002323395,0.07158536,0.02445538,0.09251636,0.03882005,,-1,1,-1,1
14.25682,0.1188951,0.003992222,0.07200447,0.02624125,0.09227455,0.03956084,,-1,1,-1,1
14.27858,0.1185254,0.001961104,0.0724138,0.02607821,0.0919143,0.03865032,,-1,1,-1,1
14.30093,0.1179794,0.001942659,0.07291357,0.02614858,0.09118924,0.0386744,,-1,1,-1,1
14.3336,0.1172455,0.002061407,0.07364377,0.02613309,0.09020403,0.03750027,,-1,1,-1,1
14.35709,0.1162337,0.001937281,0.07366366,0.02452302,0.09097964,0.0387297,,-1,1,-1,1
14.37895,0.1149355,0.001860357,0.07352838,0.0227809,0.09167907,0.04015028,,-1,1,-1,1
14.4014,0.1138952,0.002685016,0.07307868,0.02136755,0.09020296,0.0401124,,-1,1,-1,1
14.42264,0.113382,0.003308565,0.07297266,0.02118372,0.08780164,0.03722944,,-1,1,-1,1
14.44586,0.1129914,0.00370816,0.07320151,0.02110098,0.08431831,0.03377937,,-1,1,-1,1
14.47902,0.1117493,0.003633099,0.07288151,0.01746294,0.08194968,0.03234228,,-1,1,-1,1
14.50021,0.1117723,0.004199675,0.07289764,0.01597146,0.07873166,0.02861247,,-1,1,-1,1
14.52302,0.1122552,0.004387714,0.0732681,0.01642068,0.07637411,0.02293676,,-1,1,-1,1
14.54573,0.1122454,0.004526851,0.07376817,0.01612432,0.07592365,0.02014444,,-1,1,-1,1
14.57912,0.1107535,0.003198657,0.07394703,0.01170125,0.08122054,0.02487644,,-1,1,-1,1
14.60003,0.1099173,0.003392631,0.07337502,0.00829957,0.08390465,0.02845923,,-1,1,-1,1
14.62355,0.1096126,0.003963233,0.07287486,0.006358906,0.08450136,0.02901589,,-1,1,-1,1
14.64464,0.1095774,0.003919846,0.07331324,0.008387858,0.08425924,0.02949822,,-1,1,-1,1
14.66694,0.1087092,0.003763388,0.07301623,0.007285658,0.08604661,0.03373001,,-1,1,-1,1
14.70374,0.1087152,0.004061884,0.07274932,0.008014969,0.08575746,0.03585051,,-1,1,-1,1
14.7225,0.1087691,0.004973596,0.07300119,0.01100621,0.08561745,0.03512644,,-1,1,-1,1
14.74611,0.1080177,0.006361728,0.07350618,0.01506174,0.08850321,0.03890029,,-1,1,-1,1
14.76694,0.1063986,0.007123443,0.07402828,0.0164552,0.09301782,0.04722966,,-1,1,-1,1
14.78948,0.104517,0.008323961,0.07425301,0.01528455,0.09591445,0.05553624,,-1,1,-1,1
14.82382,0.102602,0.01113726,0.07484572,0.01048283,0.09348619,0.06309281,,-1,1,-1,1
14.84713,0.1007093,0.0134827,0.07546179,0.007447213,0.09311,0.06856801,,-1,1,-1,1
14.86904,0.09728967,0.01715815,0.07635827,0.00391316,0.09354213,0.07626128,,-1,1,-1,1
14.89126,0.09633508,0.01759312,0.07659782,0.0001369044,0.09169188,0.07538585,,-1,1,-1,1
14.91289,0.09437101,0.01869856,0.07729011,-0.005321719,0.09087285,0.07398992,,-1,1,-1,1
14.93481,0.09236144,0.01981812,0.07760829,-0.01041953,0.09075019,0.07026342,,-1,1,-1,1
14.9683,0.08770877,0.02207317,0.07770339,-0.01272902,0.09449106,0.06694099,,-1,1,-1,1
14.99053,0.08432309,0.02401607,0.07749745,-0.01283262,0.09564298,0.06310543,,-1,1,-1,1
15.01226,0.0815161,0.02541539,0.07707515,-0.01497775,0.09401774,0.05687678,,-1,1,-1,1
15.03508,0.07862702,0.02622719,0.07723165,-0.01604103,0.09187007,0.04996358,,-1,1,-1,1
15.0587,0.0751868,0.02691727,0.07699352,-0.01627072,0.09038222,0.04646936,,-1,1,-1,1
15.07937,0.07124548,0.02746904,0.07708027,-0.0156708,0.08899748,0.04397505,,-1,1,-1,1
15.11312,0.0659523,0.02870088,0.07671989,-0.01485715,0.08377594,0.04250534,,-1,1,-1,1
15.13532,0.0625699,0.03001578,0.07662752,-0.01298854,0.07862297,0.04117449,,-1,1,-1,1
15.15789,0.05823318,0.03118701,0.07732661,-0.009435611,0.07008266,0.03642618,,-1,1,-1,1
15.17926,0.0573554,0.03118894,0.07811043,-0.008053557,0.06658542,0.03321765,,-1,1,-1,1
15.2028,0.05459465,0.03123054,0.07894438,-0.007061654,0.06329069,0.02999474,,-1,1,-1,1
15.22401,0.05143135,0.03203918,0.07909478,-0.007492514,0.06243861,0.02866439,,-1,1,-1,1
15.25809,0.04725817,0.03282679,0.07943485,-0.008607054,0.06099823,0.02665566,,-1,1,-1,1
15.27976,0.04508336,0.03317952,0.0800068,-0.009241626,0.05807185,0.02368602,,-1,1,-1,1
15.30285,0.04225804,0.03347272,0.08123949,-0.009674345,0.05336353,0.01963161,,-1,1,-1,1
15.32429,0.04171637,0.03377267,0.08164926,-0.009796027,0.05167982,0.01851521,,-1,1,-1,1
15.34719,0.04064098,0.03402011,0.08208847,-0.01055322,0.04871479,0.01624718,,-1,1,-1,1
15.36836,0.03965586,0.03418392,0.08302508,-0.01112905,0.04676262,0.01451871,,-1,1,-1,1
15.39135,0.03860922,0.0338525,0.08376616,-0.01202588,0.04617909,0.01555243,,-1,1,-1,1
15.42443,0.03719175,0.03336157,0.0845226,-0.01319418,0.04574782,0.01871654,,-1,1,-1,1
15.44687,0.03636132,0.03363311,0.08465451,-0.01274565,0.04505759,0.02252491,,-1,1,-1,1
15.46838,0.03566446,0.03440815,0.08469112,-0.01140364,0.04410484,0.0267068,,-1,1,-1,1
15.49122,0.03541293,0.03543055,0.08491674,-0.009331431,0.0413205,0.02992656,,-1,1,-1,1
15.50943,0.03598064,0.03586128,0.08525546,-0.008136556,0.03715587,0.03073581,,-1,1,-1,1
15.53515,0.03667394,0.03561002,0.08605357,-0.008056358,0.03474623,0.03137803,,-1,1,-1,1
15.55785,0.03637862,0.03549686,0.08625302,-0.008122934,0.03565407,0.03630833,,-1,1,-1,1
15.57884,0.03599418,0.03576709,0.0863671,-0.008365922,0.03584486,0.04126746,,-1,1,-1,1
15.60145,0.03651866,0.03561906,0.08675092,-0.008597178,0.03208065,0.04268467,,-1,1,-1,1
15.63511,0.03774286,0.03496245,0.08788294,-0.01010789,0.02670056,0.0426616,,-1,1,-1,1
15.65718,0.03782946,0.03401403,0.08846704,-0.01227411,0.02657902,0.04572176,,-1,1,-1,1
15.6783,0.03772474,0.0329246,0.0888049,-0.01403408,0.02621543,0.0483134,,-1,1,-1,1
15.70201,0.03818121,0.03138905,0.08996518,-0.01429923,0.02264088,0.04831979,,-1,1,-1,1
15.73409,0.03909284,0.02833492,0.09225442,-0.01343599,0.01590127,0.04760862,,-1,1,-1,1
15.75611,0.03904821,0.02666117,0.09293689,-0.01350423,0.01454967,0.0488701,,-1,1,-1,1
15.77819,0.0389236,0.02505365,0.09323892,-0.01282468,0.01250479,0.05033655,,-1,1,-1,1
15.80061,0.03893751,0.02400673,0.09416947,-0.009472845,0.009339601,0.05008889,,-1,1,-1,1
15.82317,0.03888397,0.02283257,0.0950225,-0.006122757,0.005744338,0.05015453,,-1,1,-1,1
15.84402,0.03850016,0.02114529,0.09580445,-0.004154352,0.002856374,0.05108508,,-1,1,-1,1
15.86068,0.03851007,0.02044317,0.09582949,-0.004320532,0.0005507171,0.05119574,,-1,1,-1,1
15.88901,0.03805832,0.01811353,0.09668139,-0.002405234,-0.005380481,0.05152479,,-1,1,-1,1
15.91096,0.03728988,0.01705537,0.09682872,-0.001055153,-0.009062111,0.05328,,-1,1,-1,1
15.93473,0.03628584,0.01625109,0.09697159,-0.000136422,-0.01369148,0.05527113,,-1,1,-1,1
15.96953,0.03614919,0.0155865,0.09725004,0.001618421,-0.02576298,0.05116607,,-1,1,-1,1
15.9915,0.03591758,0.01443946,0.09787597,0.002943004,-0.03245145,0.04816162,,-1,1,-1,1
16.01989,0.03508161,0.01280975,0.09805706,0.00308108,-0.0362829,0.04802382,,-1,1,-1,1
16.03741,0.03378952,0.01132808,0.09784448,0.002201576,-0.04165208,0.04763435,,-1,1,-1,1
16.05706,0.0337868,0.01160459,0.09778789,0.002993071,-0.04471284,0.0447678,,-1,1,-1,1
16.08128,0.03403972,0.01146467,0.09824827,0.004871052,-0.05118901,0.03849831,,-1,1,-1,1
16.10319,0.03403961,0.0108192,0.09861128,0.005640141,-0.05613273,0.03419747,,-1,1,-1,1
16.12184,0.03327112,0.009021455,0.09922849,0.00410075,-0.05816671,0.03326658,,-1,1,-1,1
16.15984,0.03197253,0.006275044,0.09845545,-0.00356706,-0.06079143,0.03635335,,-1,1,-1,1
16.17916,0.03196246,0.005758954,0.09820073,-0.005579325,-0.06550825,0.03592817,,-1,1,-1,1
16.20051,0.03240618,0.005083414,0.09902123,-0.00421043,-0.07130942,0.03304737,,-1,1,-1,1
16.22622,0.03285316,0.003999562,0.09954552,-0.003796722,-0.07503864,0.03116113,,-1,1,-1,1
16.24415,0.03253276,0.002844489,0.09949465,-0.005369043,-0.07432112,0.03254553,,-1,1,-1,1
16.26064,0.03256929,0.002710767,0.09884359,-0.007336199,-0.07481515,0.03335215,,-1,1,-1,1
16.28917,0.03379098,0.003477336,0.09832013,-0.007425657,-0.07632139,0.02957593,,-1,1,-1,1
16.30744,0.03493853,0.003376599,0.0986356,-0.006386536,-0.07737195,0.02607844,,-1,1,-1,1
16.34519,0.03486793,0.003013848,0.0974313,-0.009088905,-0.07002527,0.03154862,,-1,1,-1,1
16.36947,0.03428015,0.002785428,0.09620033,-0.01182246,-0.0657073,0.03925145,,-1,1,-1,1
16.38488,0.03435113,0.003407375,0.09487154,-0.01391513,-0.06524786,0.04493579,,-1,1,-1,1
16.41316,0.03539927,0.003809068,0.09490515,-0.01402336,-0.0709528,0.04598419,,-1,1,-1,1
16.43701,0.0359248,0.003413976,0.09478818,-0.013802,-0.07325849,0.04824013,,-1,1,-1,1
16.45532,0.03566501,0.003138249,0.09388645,-0.0159943,-0.07308009,0.05301896,,-1,1,-1,1
16.4782,0.03596133,0.003162717,0.09202833,-0.0192181,-0.07358471,0.05541002,,-1,1,-1,1
16.50067,0.03699591,0.003433706,0.09091304,-0.0195634,-0.07709479,0.05211031,,-1,1,-1,1
16.53427,0.03880094,0.004032059,0.08961502,-0.01559123,-0.08047214,0.04423118,,-1,1,-1,1
16.55644,0.03939674,0.004651924,0.08840978,-0.01304616,-0.07882264,0.03982011,,-1,1,-1,1
16.58281,0.04080841,0.005518707,0.08692002,-0.01026,-0.07688451,0.0348222,,-1,1,-1,1
16.60006,0.0410899,0.00569802,0.08632952,-0.009177909,-0.07566509,0.03244318,,-1,1,-1,1
16.62242,0.04179401,0.005899217,0.08547227,-0.00928618,-0.07444265,0.03068621,,-1,1,-1,1
16.643,0.04195431,0.006209367,0.08452184,-0.01109617,-0.07227463,0.03271759,,-1,1,-1,1
16.67511,0.04187365,0.007133829,0.08261594,-0.0158672,-0.0709357,0.03932463,,-1,1,-1,1
16.70081,0.04279268,0.008741151,0.08107126,-0.02029011,-0.07353115,0.04436124,,-1,1,-1,1
16.72758,0.04386274,0.009059012,0.08089358,-0.02284503,-0.07575065,0.0442274,,-1,1,-1,1
16.74419,0.04485946,0.008806745,0.08001934,-0.02554123,-0.07471302,0.04437543,,-1,1,-1,1
16.76001,0.04541219,0.008367148,0.0788302,-0.02805995,-0.07129037,0.04540606,,-1,1,-1,1
16.78927,0.04545892,0.007855482,0.07644145,-0.02802452,-0.06269705,0.0480289,,-1,1,-1,1
16.81104,0.04504262,0.007845951,0.07416871,-0.02567001,-0.05549353,0.05113801,,-1,1,-1,1
16.83368,0.04478901,0.007563608,0.07212965,-0.02298239,-0.05164942,0.05334558,,-1,1,-1,1
16.85624,0.04473356,0.007064288,0.07051381,-0.02022677,-0.05131906,0.05380251,,-1,1,-1,1
16.89359,0.04584879,0.006221931,0.06859554,-0.01573466,-0.05433792,0.05083024,,-1,1,-1,1
16.91707,0.04647101,0.005040195,0.06779145,-0.009805787,-0.05430135,0.04757188,,-1,1,-1,1
